"Data Source","World Development Indicators",

"Last Updated Date","2023-03-01",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","208.999999985","236.9999998659","255.6000032725","324.9999986587","401.700008325","417.1000043828","465.2000038478","480.8000032977","556.5000079128","654.3000016738","706.0999998823","810.799996704","846.5000111683","921.1999862046","987.5999888332","984.8999906555","892.2000204773","976.6000098813","972.7999965176","958.600003168","912.4000026135","867.0000064153","971.9000091181","1066.0999939667","1115.8000051827","1124.8999989702","1229.5999907923","1343.1999882161","1416.9999707863","1659.3000172377","1711.592","1684.25400009537","1499.872","1642.869","1822.406","1842.222","2248.583","1934.427","1792.115","1815.107","2138.23137876281","2215.80047797426","2559.17142239385","2708.03517417033","2793.4314638692","2782.25324935773","2910.25081981981","3648.45307519279","3566.45028380677","3764.72627847081","3318.86086342616","",
"Trinidad and Tobago","TTO","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","9.6999998093","12.6000003815","15.3000001907","12.6000003815","17.8999996185","19.6000003815","23.3999996185","25.8999996185","14.6000003815","21.7000007629","17.6000003815","7.0999999046","4.9000000954","6.6999998093","7.1999998093","10","10.5","11.1999998093","12.6999998093","14.3999996185","15.1999998093","14.8000001907","15.8999996185","17.2000007629","34.4000015259","36.0999984741","21.7999992371","19.6000003815","49","54.7000007629","45.482","41.767","35.641","34.315","41.791","47.883","46.456","47.378","49.174","70.109","17.404","17.6483112392824","17.6483112392824","44.646","43.736004","43.198175952","21.343723","37.428","41.138","47.338148","32.45122","",
"Tunisia","TUN","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","1.3999999762","1.6000000238","2.7999999523","3.7999999523","5.0999999046","5.6999998093","6.6999998093","8.1999998093","10.1000003815","11","11.6000003815","13.3999996185","16.3999996185","19.5","18.2999992371","15.8999996185","14.6000003815","18.7000007629","16.7999992371","18.7999992371","19.1000003815","17.7999992371","16.2000007629","16.3999996185","17.2999992371","18.6000003815","18.3999996185","18.7000007629","20.2999992371","19.2000007629","20.818","20.106","19.189","19.236","20.291","18.048","18.572","15.344","15.381","13.927","14.640172","12.7290692703312","15.5990812234352","14.683452","13.28618","10.35424112","8.096","12.124027","13.234265","13.092473","6.546656","",
"Turkiye","TUR","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","4.5999999046","5.6999998093","6.8000001907","10","10.1999998093","9.6999998093","14.3000001907","15.1000003815","12.3000001907","15.1000003815","10.3000001907","18.2000007629","22.2999992371","26","26.2999992371","28.7000007629","45.4000015259","46.9000015259","52.7000007629","81.8000030518","101.3000030518","78.6999969482","117.1999969482","161.3999938965","209.6000061035","214.6999969482","207.3000030518","255.3999938965","246.6000061035","312.8999938965","385.036","349.982","380.794","376.657","370.182","382.949","463.902","466.098","480.667","856.034","1149.281","1544.26626010139","1933.67835962636","2296.03873424933","2630.33","2882.162","3493.930482468","4800.237745146","5949.212205544","6815.50975","6870.46874","",
"Tuvalu","TUV","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tanzania","TZA","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","9.3999996185","9.1999998093","6.6999998093","2.5999999046","2.9000000954","2.7999999523","3.2000000477","0.3000000119","0.8000000119","1.2999999523","1.8999999762","1.2000000477","1.2000000477","1.3999999762","2.4000000954","3.2999999523","2","2.5","2.7000000477","1.6000000238","1.3999999762","4.1999998093","2.0999999046","1.7999999523","2.0999999046","2.9000000954","3","3.0999999046","3.5","2.2999999523","3.449","3.252","2.321","1.785","2.25","1.853","1.69","1.447","1.446","0.781","1.249246","1.17475174011724","1.62798730741115","0.003641454","0.564368726","2.213882","0.536721","0.281228","0.487269","0.962933","1.78742354","",
"Uganda","UGA","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","9.3999996185","9.1999998093","8.6999998093","7.4000000954","5.8000001907","5.6999998093","7.4000000954","","","","8.5","24.6000003815","28.7999992371","25.3999996185","8.3999996185","11","14.5","15.3000001907","17.1000003815","21.7000007629","21.7000007629","","0.1000000015","0.1000000015","0.6999999881","1.1000000238","1.1000000238","1.1000000238","2.7000000477","21.7000007629","20.653","21.066","21.277","23.405","26.682","28.55","33.975","30.578","29.544","26.855","0.735263","0.66585065462504","0.803977562378779","0.86022","0.670884","0.023472","0.02300256","","0","0.055324647","0.032541345","",
"Ukraine","UKR","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.7000007629","7.6999998093","20.8999996185","23","16.5","11.8000001907","27.3999996185","13.1999998093","12.195","11.522","11.284","18.359","23.734","39.293","43.762","18.012","63.359","63.231","69.320238864","80.9200845454545","75.7839377415526","14.3835","22.0855","37.7408652","40.459830355","53.792982","75.26435","75.617661","13.338686666","",
"Upper middle income","UMC","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","","","","","1071.7000106351","1179.4999956043","1324.5000215695","1487.1999851169","1778.7999839334","1910.8000026121","2123.7999994528","2434.2000287846","2705.8000448795","2769.4999755472","3352.2000361535","3556.1000227481","3847.1000324041","4181.0999977142","4319.0999804064","4456.6000206545","4887.9000190272","5254.6999368145","6064.9000785721","7506.0000891463","8237.6999001205","8638.600076519","9022.6999617739","10555.9000887797","10788.3999009429","11836.8999142944","13502.635","13105.422","14350.064","15511.876","18416.725","19032.682","19955.108","23059.188","24156.737","26658.911","32569.5185508308","32429.9048604409","31593.1886862706","33350.5594015455","35792.2157145217","37903.5308513139","40017.0026338271","45126.4268525129","48447.839503725","50025.7200655318","37934.952369096","",
"Uruguay","URY","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","0.3000000119","0.5","0.1000000015","0.200000003","0.1000000015","0.1000000015","0.200000003","0.3000000119","0.200000003","0.6999999881","0.6999999881","1.1000000238","1","1.5","2","1.8999999762","2.5999999046","2.2000000477","2.4000000954","9.3999996185","2.5999999046","2.5999999046","2.7999999523","3.5999999046","3.7999999523","4.1999998093","4.3000001907","8.3000001907","12.3999996185","13.3000001907","14.476","13.318","11.72","23.175","4.5","4.274","4.146","4.229","4.39","3.758","","","","","","","","","","","","",
"United States","USA","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","5151.2001953125","5540.7998046875","6283","7060.1000976563","7255.3999023438","6999.6000976563","7438.2001953125","7920.6000976563","8406.7998046875","8658.099609375","8615.400390625","8606.900390625","8295.7998046875","9284.5","10293.099609375","9672.2001953125","10619","12023.2001953125","13875.599609375","14651","14791.400390625","14486.2001953125","15617.599609375","16343","19083.80078125","19622.900390625","21676.400390625","25478.80078125","25757.900390625","27292.19921875","30171.975","27924.568","29554.684","34205.554","37450.121","37357.644","39881.895","40617.739","39313.596","35097.670654396","39353.2561","39621.9135350454","39111.3403776909","37113.5589216014","38225.1960889445","37866.224512","38657.919041","41591.551767","42985.299596","42498.262662","40793.094662","",
"Uzbekistan","UZB","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.7000007629","8.6999998093","8.6999998093","8.6999998093","8.1999998093","8.1999998093","49.0999984741","69.4000015259","79.569","103.92","69.055","70.983","83.484","71.582","67.552","66.287","71.69","75.994","153.676","153.81637","110.70799","99.00415","110.23607","114.33452","112.28173","126.79762","89.43028","70.49835","20.00549","",
"St. Vincent and the Grenadines","VCT","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Venezuela, RB","VEN","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","58.5999984741","66.3000030518","65.5","75.3000030518","85.5999984741","71.4000015259","74.5999984741","115.5","110.4000015259","107.5","148.1000061035","141.8999938965","135.6000061035","103.3000030518","107.0999984741","83.0999984741","98.9000015259","117.9000015259","115.1999969482","161.3999938965","112.5","132.1999969482","174.3999938965","153.1999969482","213.8000030518","99.8000030518","116.5999984741","82.5999984741","48","68","33.1","51.86","33.17","1.937","0.56","2.112","2.049","2.09","2.169","1.857","1.21619","7.56177","5.67204073867983","5.198784","4.06835119546078","4.12577123012918","3.996713403","2.79291553183396","0","0.183573","2.883894","",
"British Virgin Islands","VGB","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Virgin Islands (U.S.)","VIR","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Vietnam","VNM","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","4.5999999046","3.4000000954","3.4000000954","3.5","3","0.8999999762","","","","","","","","","","","","","","","","","","","","","82.9000015259","103.5999984741","95.5999984741","98.5","117.332","135.363","151.91","164.459","216.527","230.186","216.012","258.488","295.759","311.502","426.91573","475.385659574604","503.550322720949","497.179820293424","450.220037899155","384.47024","451.25618","453.34954","762.66195","1022.84225","572.07627","",
"Vanuatu","VUT","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","","","","","","","","","","","","","","","","0.1000000015","0.1000000015","0.1000000015","0.1000000015","0.1000000015","0.1000000015","1","1.1000000238","1.1000000238","1.3999999762","1.2000000477","1.2000000477","1.2000000477","2.5999999046","1.8999999762","1.826","1.899","2.108","1.48","1.732","1.784","1.855","1.966","1.86","1.614","0.17675","1.73013671184443","1.909","1.935996","1.996584","1.656","1.211181","1.628","1.663","2.10991073558386","0.556399085","",
"World","WLD","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","","","","15568.7001226766","16955.1999082641","17236.2001382789","19300.3003769074","21322.8000910735","23579.8997770252","25626.6997091254","26825.20036263","28360.5003017262","29046.2997858752","32407.8999070598","36841.9996042477","37061.7001747789","40331.8000859544","45392.7001377273","50418.5999940262","54428.2002948747","56124.9003501084","56142.3000809547","61025.1997384947","67522.6001899917","77183.3003311681","83098.2003978345","89164.5999806","102876.101219632","101788.274305637","108629.618245873","118257.211","110860.835000095","117506.673","124203.199","139032.94","141483.603","148937.604","158205.946","158487.874","175509.343654396","182025.62707797","183037.230059023","175051.342248843","175829.557813547","184831.109461419","187769.416312345","194898.275094034","212866.647172062","221165.700779335","221495.759188436","180530.796503552","",
"Samoa","WSM","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.5","7.8000001907","0.8000000119","2.0999999046","2.227","2.083","2.313","1.495","1.75","1.809","1.88","1.99","1.886","1.643","","","","","0.011652","0.015066036","0.017582064","","0","0","0.004077","",
"Kosovo","XKX","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Yemen, Rep.","YEM","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","0.1000000015","0.1000000015","0.1000000015","0.1000000015","0.1000000015","0.200000003","0.400000006","0.5","0.6000000238","0.6000000238","0.6000000238","0.6000000238","3","2.2000000477","7.8000001907","9.3000001907","10.3999996185","10","12.1000003815","12.8000001907","11.5","6.5999999046","9","9.8999996185","10.8000001907","4.4000000954","9.1000003815","16.3999996185","11.6000003815","21.3999996185","32.002","32.213","36.486","48.689","59.738","66.812","66.111","40.52","33.024","26.419","0","0","0","0","","","","","3.27","0","2.47546368","",
"South Africa","ZAF","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","56.7999992371","63.9000015259","75.8000030518","112.6999969482","143.6000061035","142.3000030518","146.3000030518","173.8000030518","222.1000061035","237","251.1999969482","311.3999938965","318.200012207","367.299987793","442.8999938965","391.799987793","308.200012207","268.1000061035","238.3000030518","205.6000061035","179.1999969482","191","263.200012207","332.8999938965","276.5","263.1000061035","328.5","420.3999938965","535.5999755859","688.4000244141","687.569","755.516","783.844","891.465","928.987","923.383","1232.995","939.199","760.889","676.413","1025.562","1072.91477981187","1174.66680577935","1122.986468","1042.73626391249","892.734324084","767.271186","833.347947527025","696.730006","565.20947","102.392463","",
"Zambia","ZMB","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","4.5","5.4000000954","5.8000001907","15.5","21.5","19","18.2000007629","32.5999984741","36.2000007629","78.9000015259","46.9000015259","17.5","22.8999996185","23.3999996185","25.2999992371","25.2999992371","24.5","25.7000007629","24.7999992371","24.8999996185","29.6000003815","21.7000007629","16.5","13.6000003815","15.6999998093","","","0.5","0.5","0.400000006","0.457","0.028","0.028","0.031","0","0","0","","","","0","0","0","93.4325445351864","83.431251799322","79.382095832289","80.3529469986506","81.5576096504393","75.077397732","79.335","69.97121783064","",
"Zimbabwe","ZWE","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","0.6000000238","0.400000006","0.5","0.6000000238","","","","","","","3.2000000477","7.5999999046","9.3999996185","10","11.8999996185","11.1000003815","12.5","66.9000015259","73.4000015259","64.5999984741","64.9000015259","87","93.5","113.6999969482","130.8000030518","144.3999938965","152.8999938965","153.1000061035","156.8999938965","158.1999969482","162.987","158.174","25.813","18.494","20.823","22.252","8.547","7.692","7.464","6.775","25.138924086","44.6849213122918","47.2882260415844","32.681952","0.710490455655202","0.79610713578782","0.804947441","0.665035317","0.665035317","0","9.9972456","",
